,html_url,name,full_name,description,topics,created_at,updated_at,pushed_at,size,language,stargazers_count,subscribers_count,has_issues,has_downloads,has_discussions,forks_count,default_branch,private,open_issues_only,closed_issues_only,open_pull_requests,closed_pull_requests,commits_number,contributors_number,license.key,owner.type,Included?
365,https://github.com/cvde/RoomReverb,RoomReverb,cvde/RoomReverb,Room Reverb is a mono/stereo to stereo algorithmic reverb audio plugin with many presets that lets you add reverberation to your recordings in your DAW.,"['au-plugin', 'audio-effect', 'audio-plugin', 'audio-unit', 'clap', 'dsp', 'freeverb', 'juce', 'juce-application', 'juce-framework', 'lv2', 'lv2-plugin', 'plugin', 'reverb', 'vst', 'vst-plugin', 'vst3']",2022-03-02T15:00:40Z,2023-08-11T19:16:47Z,2023-08-25T14:12:09Z,382,C++,76,0,TRUE,TRUE,FALSE,4,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
366,https://github.com/joshua-maros/audiobench,audiobench,joshua-maros/audiobench,Open source modular synthesizer,"['audio', 'midi', 'modular', 'rust', 'synthesizer', 'vst']",2020-09-20T08:46:33Z,2023-09-11T04:14:38Z,2022-06-22T19:15:30Z,402434,Rust,76,0,TRUE,TRUE,FALSE,2,beta,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
369,https://github.com/t-sin/soyboy-sp.vst3,soyboy-sp.vst3,t-sin/soyboy-sp.vst3,Make some chiptune with penguins.,"['chiptune', 'chiptune-vst', 'linux', 'rust', 'vst', 'vst3']",2020-12-09T15:43:06Z,2023-09-09T02:24:05Z,2023-03-25T03:22:04Z,2528,Rust,67,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
370,https://github.com/Iunusov/ShoutVST,ShoutVST,Iunusov/ShoutVST,v. 2.1.18 (Streaming VST plugin),"['icecast', 'mp3', 'radio', 'shoutcast', 'shoutvst', 'streaming', 'vst']",2016-10-22T21:23:37Z,2023-09-11T15:47:27Z,2022-05-20T06:41:12Z,50,C++,66,0,TRUE,TRUE,FALSE,14,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
372,https://github.com/igorski/VSTSID,VSTSID,igorski/VSTSID,VST plugin version of the WebSID Commodore 64 synthesizer,"['audio-processing', 'chiptune', 'cmake', 'commodore-64', 'cplusplus', 'cpp', 'linux', 'sid', 'steinberg', 'synthesizer', 'vst', 'vst-plugin', 'vst2', 'vst3', 'vst3-plugin', 'websid']",2018-02-27T21:31:13Z,2023-05-17T21:10:46Z,2023-08-20T17:06:28Z,501,C++,61,10,TRUE,TRUE,FALSE,3,master,FALSE,2,1,1,9,89,0,mit,User,Yes
373,https://github.com/attilammagyar/js80p,js80p,attilammagyar/js80p,"A MIDI driven, performance oriented, versatile synthesizer.","['audio', 'gpl', 'gplv3', 'midi', 'music', 'sound', 'synth', 'synthesis', 'synthesizer', 'vst', 'vst3', 'vst3-plugin']",2023-02-06T00:55:43Z,2023-09-08T14:10:49Z,2023-09-14T21:20:15Z,129630,C++,58,0,TRUE,TRUE,FALSE,3,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
374,https://github.com/kushview/roboverb,roboverb,kushview/roboverb,A VST / VST3 / AU / LV2 Reverb Plugin,"['audiounit', 'clap', 'juce', 'libjuce', 'lv2', 'lv2-plugin', 'lvtk', 'reverb', 'vst', 'vst3']",2019-08-11T08:50:28Z,2023-08-01T02:55:55Z,2023-08-09T16:44:00Z,12137,C++,55,0,TRUE,TRUE,FALSE,4,main,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
375,https://github.com/Archie3d/aeolus_plugin,aeolus_plugin,Archie3d/aeolus_plugin,Pipe organ synthesizer (VST plugin),"['aeolus', 'pipe-organ', 'synthesizer', 'vst', 'vst-plugin', 'vst3']",2021-05-22T16:42:47Z,2023-09-14T16:39:53Z,2023-05-10T20:50:11Z,56708,C++,53,0,TRUE,TRUE,FALSE,6,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
377,https://github.com/QVbDev/quantumVerb,quantumVerb,QVbDev/quantumVerb,A free & open source convolution reverb plugin built on the JUCE framework,"['audio-plugin', 'audio-processing', 'foss', 'gpl', 'juce', 'open-source', 'reverb', 'vst']",2018-01-20T01:05:21Z,2023-09-08T17:35:29Z,2018-04-11T17:24:17Z,21432,C++,52,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
378,https://github.com/reales/OB-Xd,OB-Xd,reales/OB-Xd,Virtual Analog Oberheim based synthesizer.,"['au-plugin', 'audiounit', 'lv2-plugin', 'oberheim', 'synthesizer', 'vst', 'vst-plugin', 'vst3']",2022-12-19T17:46:01Z,2023-09-08T10:13:26Z,2022-12-19T17:47:31Z,485,C++,52,0,FALSE,TRUE,FALSE,11,main,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
380,https://github.com/MikeMorenoDSP/EP-MK1,EP-MK1,MikeMorenoDSP/EP-MK1,EP-MK1 is a real-time physical model plugin of an Electric Piano built with Pure Data and Camomile.,"['audiounit', 'camomile', 'electric-piano', 'ep-mk1', 'lv2', 'pure-data', 'vst', 'vst3']",2019-01-29T03:48:23Z,2023-06-06T15:51:11Z,2022-11-14T16:34:43Z,24599,Shell,51,5,TRUE,TRUE,FALSE,8,master,FALSE,8,5,1,1,22,2,gpl-3.0,User,Yes
383,https://github.com/trackbout/ripchord,ripchord,trackbout/ripchord,0,"['daw', 'juce', 'midi', 'plugin', 'vst']",2021-12-21T10:19:01Z,2023-08-20T17:10:35Z,2023-05-27T21:48:23Z,1026,C++,48,0,TRUE,TRUE,FALSE,8,main,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
388,https://github.com/aliefhooghe/Gammou,Gammou,aliefhooghe/Gammou,Modular Sound Synthesizer,"['midi', 'midi-events', 'modular', 'sound-processing', 'sound-synthesis', 'synthesizer', 'vst', 'vst-plugin', 'vst3']",2017-09-14T11:10:22Z,2023-07-13T20:06:24Z,2023-03-19T13:19:52Z,1914,C++,45,0,TRUE,TRUE,FALSE,3,master,FALSE,0,0,0,0,0,0,bsd-3-clause,User,Yes
390,https://github.com/usdivad/Melodrumatic,Melodrumatic,usdivad/Melodrumatic,Audio plugin that lets you use MIDI to pitch-shift via delay to turn unpitched audio into melodies,"['aax', 'audio', 'audio-plugin', 'audiounit', 'delay', 'dsp', 'melody', 'midi', 'music', 'music-production', 'plugin', 'vst', 'vst3', 'vsts']",2019-05-14T17:29:35Z,2023-06-25T22:41:50Z,2022-01-01T01:00:54Z,6653,C++,44,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
391,https://github.com/qbroquetas/IV-XDelay,IV-XDelay,qbroquetas/IV-XDelay,"Free and open source delay VST plugin modelled after a renowned vintage tape recorder. IV-X Delay received the Gold Award in the Audio Engineering Society's Student Design Competition in Berlin, 2017.","['audio', 'delay', 'dsp', 'linux', 'tape-delay', 'vst']",2017-08-22T19:30:42Z,2023-08-24T23:51:12Z,2017-08-24T10:58:24Z,6452,C++,43,0,TRUE,TRUE,FALSE,4,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
394,https://github.com/xunil-cloud/CloudReverb,CloudReverb,xunil-cloud/CloudReverb,algorithmic reverb plugin based on CloudSeed,"['au', 'audio', 'audio-effect', 'c-plus-plus', 'dsp', 'plugin', 'reverb', 'vst', 'vst3']",2020-09-16T03:29:41Z,2023-08-09T12:00:36Z,2023-08-20T03:14:47Z,502,C++,42,0,TRUE,TRUE,FALSE,4,master,FALSE,0,0,0,0,0,0,mit,User,Yes
397,https://github.com/Mrugalla/NEL-19,NEL-19,Mrugalla/NEL-19,An open-source vibrato plugin with an extensive modulation system.,"['creative', 'free', 'freeware', 'modsys', 'modulation', 'music', 'opensource', 'plugin', 'production', 'vibrato', 'vst', 'vst3']",2020-11-23T13:39:07Z,2023-08-31T08:50:40Z,2023-07-01T16:29:06Z,56560,C++,41,0,TRUE,TRUE,FALSE,4,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
599,https://github.com/martinic/DrMixAISynth,DrMixAISynth,martinic/DrMixAISynth,Doctor Mix AI Synth CLAP/VST2/AU synthesizer plugin.,"['ai', 'artificial-intelligence', 'au', 'audiounit', 'chatgpt', 'clap', 'machine-learning', 'macos', 'plugin', 'synth', 'synthesizer', 'vst', 'vst2', 'windows']",2023-02-20T13:01:27Z,2023-09-11T11:26:47Z,2023-09-07T20:10:36Z,3345,C++,39,0,TRUE,TRUE,FALSE,4,main,FALSE,0,0,0,0,0,0,0,User,Yes
601,https://github.com/vroomai/vst,vst,vroomai/vst,ðŸŽ¹ Generate sounds from words. Directly in your DAW.,"['audio', 'generative-art', 'machine-learning', 'vst', 'vst3']",2023-03-24T23:58:48Z,2023-08-20T10:20:45Z,2023-03-31T15:52:09Z,467,C++,39,0,TRUE,TRUE,FALSE,1,main,FALSE,0,0,0,0,0,0,apache-2.0,Organization,Yes
602,https://github.com/Iunusov/LameVST,LameVST,Iunusov/LameVST,mp3 as VST-effect,"['lamevst', 'mp3', 'vst']",2016-12-26T19:39:58Z,2023-09-01T07:07:48Z,2017-01-14T12:21:39Z,32,C++,38,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
603,https://github.com/Squishy47/OpenVerb,OpenVerb,Squishy47/OpenVerb,Algorithmic reverb VST using FDN's,"['algorithmic-reverb', 'audio', 'audio-effect', 'audio-processing', 'audio-unit', 'circular-buffer', 'convolution-reverb', 'digital-signal-processing', 'dsp', 'fdn', 'feedback-delay-networks', 'filters', 'juce-framework', 'plugin', 'reverb', 'sample-buffer', 'sound', 'sound-processing', 'vst']",2018-09-10T14:09:44Z,2023-06-16T00:21:37Z,2018-09-10T14:31:31Z,32,C++,37,0,TRUE,TRUE,FALSE,3,master,FALSE,0,0,0,0,0,0,mit,User,Yes
605,https://github.com/DBraun/TD-JUCE,TD-JUCE,DBraun/TD-JUCE,JUCE audio and VSTs in TouchDesigner,"['audio', 'audio-processing', 'cmake', 'juce', 'touchdesigner', 'vst']",2020-08-19T00:50:57Z,2023-06-05T03:14:03Z,2021-05-11T04:58:38Z,157,C++,35,0,TRUE,TRUE,FALSE,3,master,FALSE,0,0,0,0,0,0,other,User,Yes
606,https://github.com/17cupsofcoffee/digidist,digidist,17cupsofcoffee/digidist,ðŸŽµ A super simple VST written in Rust,"['music', 'rust', 'vst']",2017-03-25T17:54:07Z,2023-07-25T14:07:59Z,2017-03-25T18:06:50Z,2,Rust,35,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,mit,User,Yes
607,https://github.com/swesterfeld/spectmorph,spectmorph,swesterfeld/spectmorph,SpectMorph: spectral audio morphing,"['jack', 'lv2', 'lv2-plugin', 'vst', 'vst-plugin']",2017-06-21T09:33:28Z,2023-09-02T13:17:50Z,2023-07-26T20:05:28Z,5334,C++,35,0,TRUE,TRUE,FALSE,4,master,FALSE,0,0,0,0,0,0,lgpl-2.1,User,Yes
609,https://github.com/WeirdConstructor/Kickmess,Kickmess,WeirdConstructor/Kickmess,Kickmess - A kick drum synthesizer plugin,"['lmms', 'synthesizer', 'vst']",2020-11-16T13:23:27Z,2023-09-04T05:05:57Z,2021-08-02T08:13:02Z,7566,Rust,34,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,agpl-3.0,User,Yes
611,https://github.com/pongasoft/vst-sam-spl-64,vst-sam-spl-64,pongasoft/vst-sam-spl-64,"A free/open source VST2, VST3 and AudioUnit plugin to easily split a sample in up to 64 slices","['audio-units', 'bitmap', 'cplusplus', 'file-system', 'resampling', 'sampling', 'tabs', 'vst', 'vst2', 'vst3', 'vstgui', 'zooming']",2019-01-05T16:36:14Z,2023-09-09T02:28:51Z,2023-04-27T18:25:47Z,21434,C++,32,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,other,Organization,Yes
615,https://github.com/SpotlightKid/ykchorus,ykchorus,SpotlightKid/ykchorus,A chorus audio effect plugin based on DSP code by Togu Audio Line (TAL),"['audio', 'chorus', 'dpf', 'dssi', 'effect', 'jackaudio', 'ladspa', 'lv2', 'lv2-plugin', 'vst']",2018-12-13T19:22:20Z,2023-02-24T11:24:38Z,2022-03-22T21:44:10Z,746,C++,31,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,other,User,Yes
617,https://github.com/igorski/transformant,transformant,igorski/transformant,VST plugin that acts as a multi channel formant filter,"['audio', 'audio-processing', 'audio-unit', 'audiounit', 'cpp', 'daw', 'dsp', 'filter', 'formant', 'formants', 'linux', 'macos', 'steinberg', 'vst', 'vst-plugin', 'vst2-vst3', 'vst3', 'vst3-sdk', 'windows']",2020-01-03T23:17:58Z,2023-08-16T07:13:44Z,2023-08-21T18:24:05Z,1536,C++,30,0,TRUE,TRUE,FALSE,3,master,FALSE,0,0,0,0,0,0,mit,User,Yes
618,https://github.com/igorski/homecorrupter,homecorrupter,igorski/homecorrupter,"VST plugin that reduces sampling rate, bit depth and playback speed on-the-fly","['audio-processing', 'audio-unit', 'bitcrusher', 'cmake', 'cplusplus', 'cpp', 'distortion', 'dsp', 'linux', 'lo-fi', 'lofi', 'macos', 'resampler', 'steinberg', 'vst', 'vst-plugin', 'vst2', 'vst3', 'vst3-sdk', 'windows']",2020-11-03T14:37:57Z,2023-09-13T23:22:58Z,2023-08-21T18:03:11Z,6788,C++,30,0,TRUE,TRUE,FALSE,1,main,FALSE,0,0,0,0,0,0,mit,User,Yes
619,https://github.com/datajake1999/OPL3GM_VSTi,OPL3GM_VSTi,datajake1999/OPL3GM_VSTi,VST instruments that emulate 90s OPL3 MIDI,"['midi', 'opl3', 'vst']",2021-02-21T22:57:12Z,2023-08-05T03:21:28Z,2022-09-02T20:16:32Z,435,C++,29,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,gpl-2.0,User,Yes
622,https://github.com/unevens/Curvessor,Curvessor,unevens/Curvessor,An audio plug-in that implements a dynamic range processor in which the response curve of each channel is an automatable spline.,"['audio', 'audio-effect', 'audio-plugin', 'audio-processing', 'compressor', 'juce', 'splines', 'vst', 'vst3']",2020-02-19T12:41:22Z,2023-06-07T08:51:19Z,2021-12-10T12:30:21Z,6555,C++,28,0,TRUE,TRUE,FALSE,3,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
623,https://github.com/nimbletools/misstortion1,misstortion1,nimbletools/misstortion1,"Old version of the Misstortion plugin. Does its best to be like Logic's Clip Distortion, which makes it very useful for the hardstyle genre.","['distortion', 'hardstyle', 'music-production', 'vst']",2018-03-04T14:40:34Z,2023-05-17T21:39:33Z,2020-04-18T12:36:33Z,28,C++,27,0,TRUE,TRUE,FALSE,3,master,FALSE,0,0,0,0,0,0,0,Organization,Yes
624,https://github.com/linuxmao-org/VL1-emulator,VL1-emulator,linuxmao-org/VL1-emulator,"An emulator of Casio VL-Tone VL1, based on source code by PolyValens","['dpf', 'lv2', 'midi', 'synthesizer', 'vst']",2019-12-14T15:02:55Z,2023-07-15T03:33:38Z,2020-01-15T13:41:06Z,1094,C++,27,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,cc0-1.0,Organization,Yes
626,https://github.com/retornz/ToneZ,ToneZ,retornz/ToneZ,ToneZ free plugin made in Cabbage www.retornz.com/plugins/tonez,"['music', 'plugin', 'vst']",2019-03-27T22:22:34Z,2022-09-28T23:22:45Z,2020-02-08T23:25:50Z,10135,Csound Document,26,0,TRUE,TRUE,FALSE,4,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
630,https://github.com/abbysoft-team/Soompler,Soompler,abbysoft-team/Soompler,"Soompler is JUCE based sampler VST and Standalone plugin for Linux, MacOS and Windows.","['juce', 'sampler', 'vst']",2019-06-17T09:50:23Z,2023-02-17T21:14:36Z,2020-02-03T17:58:21Z,792,C++,25,3,TRUE,TRUE,FALSE,6,master,FALSE,30,81,1,9,185,2,0,Organization,Yes
631,https://github.com/utokusa/BiquadLimiter,BiquadLimiter,utokusa/BiquadLimiter,An audio effect plugin using JUCE,"['audio-unit', 'biquad-filter', 'juce', 'limitter', 'vst', 'vst3']",2019-08-28T15:08:00Z,2023-04-29T00:48:58Z,2021-03-16T14:15:06Z,5825,C++,25,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
633,https://github.com/shaduzlabs/throb,throb,shaduzlabs/throb,VST/AU clock and reset generator,"['audiounit', 'clock', 'eurorack', 'juce', 'vst']",2017-04-11T08:06:16Z,2022-05-01T22:36:06Z,2017-04-20T05:54:01Z,1863,C++,24,0,TRUE,TRUE,FALSE,5,master,FALSE,0,0,0,0,0,0,mit,User,Yes
635,https://github.com/morukutsu/LondonClockT,LondonClockT,morukutsu/LondonClockT,Polyrhythm generator VST,"['daw', 'euclidian', 'music', 'polyrhythmus', 'sequencer', 'vst']",2017-03-09T23:17:11Z,2023-08-16T07:14:20Z,2022-03-08T07:52:39Z,3488,C++,23,5,TRUE,TRUE,FALSE,1,master,FALSE,2,3,1,1,28,2,mit,User,Yes
636,https://github.com/igorski/darvaza,darvaza,igorski/darvaza,"Darvaza is a multichannel audio gate with a twist : whenever the gate closes on your input signal, you get a perversion of your source spat back at you.","['audio-processing', 'cmake', 'cplusplus', 'gate', 'steinberg', 'tremolo', 'vst', 'vst3', 'vst3-sdk']",2022-02-16T19:24:32Z,2023-07-26T23:16:48Z,2023-08-21T18:30:46Z,1183,C++,23,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,mit,User,Yes
637,https://github.com/SoundDevelopment/sound_meter,sound_meter,SoundDevelopment/sound_meter,Fully resizing juce peak meter module with optional fader overlay.,"['analyzer', 'audio', 'dsp', 'juce', 'sound', 'vst']",2021-07-14T18:41:18Z,2023-08-31T04:16:44Z,2023-07-05T13:50:12Z,726,C++,23,0,TRUE,TRUE,FALSE,0,main,FALSE,0,0,0,0,0,0,mit,User,Yes
638,https://github.com/FigBug/VirtualAnalog,VirtualAnalog,FigBug/VirtualAnalog,Virtual Analog VST / AU plugin,"['plugin', 'subtractive-synthesis', 'synthesizer', 'vst']",2020-03-02T01:46:07Z,2023-09-12T20:50:12Z,2023-09-05T11:36:28Z,334,C++,23,0,TRUE,TRUE,FALSE,3,master,FALSE,0,0,0,0,0,0,bsd-3-clause,User,Yes
641,https://github.com/planaria/vv,vv,planaria/vv,VST3 Voice Changer Implementation,"['pitch-detection', 'pitch-shift', 'pitch-shifter', 'voice-changer', 'vst', 'vst-plugin', 'vst3', 'vst3-plugin']",2018-03-31T15:44:31Z,2023-08-13T04:36:09Z,2022-12-29T22:08:27Z,21,C++,22,0,TRUE,TRUE,FALSE,3,master,FALSE,0,0,0,0,0,0,bsd-3-clause,User,Yes
642,https://github.com/sdeleon28/IgnitionGuitarAmp,IgnitionGuitarAmp,sdeleon28/IgnitionGuitarAmp,My first JUCE plugin - a guitar amp!,"['amp', 'amplifier', 'au', 'cab-simulation', 'free', 'guitar', 'juce', 'plugin', 'saturation', 'vst', 'vst3']",2020-11-24T01:13:21Z,2023-07-14T04:20:44Z,2021-03-05T05:13:20Z,6069,C++,21,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,mit,User,Yes
643,https://github.com/SpotlightKid/midiomatic,midiomatic,SpotlightKid/midiomatic,"A collection of MIDI filter, generator and processor plugins","['dpf', 'lv2', 'lv2-plugin', 'midi', 'midi-filter', 'vst', 'vst2']",2019-08-02T02:27:32Z,2023-08-14T13:31:22Z,2022-03-19T23:07:29Z,907,C++,21,0,TRUE,TRUE,FALSE,4,master,FALSE,0,0,0,0,0,0,other,User,Yes
646,https://github.com/LeifBloomquist/MIDIMapperX,MIDIMapperX,LeifBloomquist/MIDIMapperX,The ultimate MIDI Mapping & Translation VST plugin. For FL Studio and other Windows DAW users.,"['fl-studio', 'midi', 'vst']",2012-11-17T01:48:17Z,2023-07-19T03:56:48Z,2015-08-07T05:54:43Z,29974,C#,19,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,other,User,Yes
647,https://github.com/olilarkin/iPlug2OnnxRuntime,iPlug2OnnxRuntime,olilarkin/iPlug2OnnxRuntime,ML Audio plug-in example using iPlug2 & ONNX Runtime,"['audiounit', 'auv3', 'ios', 'iplug2', 'machine-learning', 'onnxruntime', 'vst']",2023-01-31T22:45:16Z,2023-04-27T13:08:56Z,2023-02-24T10:10:49Z,440,Python,19,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
648,https://github.com/lucianoiam/castello,castello,lucianoiam/castello,A small CLAP/VST reverb plugin based on Csound reverbsc,"['audio-plugin', 'lv2', 'reverb', 'vst']",2021-06-11T12:37:42Z,2023-08-28T06:10:15Z,2023-08-28T13:29:06Z,620,C,19,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
649,https://github.com/monomadic/dd-plugs,dd-plugs,monomadic/dd-plugs,A set of minimalist VST plugins written in rust.,"['audio', 'audio-effect', 'audio-plugin', 'vst']",2017-07-27T09:58:14Z,2022-10-07T16:48:16Z,2018-05-08T13:10:47Z,910,Rust,18,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,0,User,Yes
650,https://github.com/ddf/SpectralHarp,SpectralHarp,ddf/SpectralHarp,"strum the sound spectrum to create strange sounds (VST, VST3, AU, and App)","['audio-effect', 'c-plus-plus', 'iplug', 'vst', 'vst3', 'vst3-plugin']",2012-05-07T02:21:39Z,2023-04-29T00:53:41Z,2023-02-11T01:46:04Z,3007,C++,18,0,TRUE,TRUE,FALSE,2,main,FALSE,0,0,0,0,0,0,zlib,User,Yes
651,https://github.com/sunquan8094/overtonix,overtonix,sunquan8094/overtonix,Experimental additive wavetable synth plugin that allows control of overtone amplitudes,"['ableton', 'additive-synth', 'additive-synthesizer', 'audio-unit', 'fl-studio', 'juce', 'juce-framework', 'logic-pro-x', 'music-production', 'synthesizer', 'vst', 'wavetable', 'wavetable-synthesizer']",2018-05-17T11:10:58Z,2023-07-22T18:34:19Z,2020-02-12T03:51:59Z,21,C++,18,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
652,https://github.com/ddf/evaluator,evaluator,ddf/evaluator,A bytebeat VST / Standalone App for OSX and Windows.,"['audio', 'bytebeat', 'vst']",2016-09-04T15:49:58Z,2023-09-05T12:29:30Z,2023-02-11T01:59:12Z,8095,C++,18,0,TRUE,TRUE,FALSE,3,main,FALSE,0,0,0,0,0,0,zlib,User,Yes
654,https://github.com/leomccormack/CroPaC-Binaural,CroPaC-Binaural,leomccormack/CroPaC-Binaural,"A parametric Ambisonic decoder for headphones, based on the Cross-Pattern Coherence (CroPaC) spatial filter","['ambisonics', 'spatial-audio', 'vst']",2019-01-31T10:05:14Z,2023-01-31T15:01:37Z,2022-06-20T09:19:35Z,52642,C++,17,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
655,https://github.com/igorski/rechoir,rechoir,igorski/rechoir,VST delay plugin where the repeats are pitch shifted in time to harmonize with the input signal,"['audio-processing', 'audio-unit', 'cmake', 'cplusplus', 'cpp', 'delay', 'dsp', 'echo', 'linux', 'macos', 'pitchshifter', 'steinberg', 'vst', 'vst-plugin', 'vst2', 'vst3', 'vst3-sdk', 'windows']",2022-11-15T21:15:50Z,2023-07-30T02:26:11Z,2022-12-21T19:39:20Z,3794,C++,17,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,mit,User,Yes
658,https://github.com/YPares/arpligner,arpligner,YPares/arpligner,A multi-track & polyphonic arpeggiator plugin that takes both chords and arp patterns as live MIDI data,"['arpeggiator', 'juce', 'juce-application', 'juce-plugins', 'ladspa-plugin', 'lv2-plugin', 'midi', 'midi-plugin', 'midi-processing', 'music', 'protoplug', 'vst', 'vst3-plugin']",2023-01-04T22:49:01Z,2023-09-04T18:24:36Z,2023-08-10T22:32:32Z,6418,C++,17,4,TRUE,TRUE,FALSE,4,master,FALSE,6,2,1,9,82,2,other,User,Yes
661,https://github.com/AlexW00/clockwork,clockwork,AlexW00/clockwork,ðŸŽ¹ Simple MIDI note repeater plugin (VST3/CLAP).,"['audio', 'audio-effect', 'clap', 'midi', 'midi-effect', 'midi-plugin', 'plugin', 'rust', 'vst', 'vst3']",2022-09-01T21:18:34Z,2023-05-11T09:46:03Z,2022-09-22T05:33:04Z,2081,Rust,16,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
662,https://github.com/unevens/Overdraw,Overdraw,unevens/Overdraw,An audio plug-in that implements a waveshaper in which the transfer function of each channel is an automatable spline.,"['audio', 'audio-effect', 'audio-plugin', 'audio-processing', 'juce', 'splines', 'vst', 'vst3', 'waveshaper']",2020-02-20T16:29:13Z,2023-06-07T08:51:41Z,2021-12-10T00:12:35Z,5765,C++,16,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
668,https://github.com/VirtualRaven/KandVST,KandVST,VirtualRaven/KandVST,A open source synthesizer built using juce as part of a bachelor thesis project,"['audio', 'juce', 'music', 'sound', 'synth', 'synthesizer', 'vst']",2018-01-16T13:22:03Z,2023-09-13T19:54:31Z,2019-07-01T15:10:08Z,70955,C++,16,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,gpl-3.0,User,Yes
669,https://github.com/lukemcraig/OvertoneFilter,OvertoneFilter,lukemcraig/OvertoneFilter,Simulate sygyt style overtone singing (a.k.a. throat singing) by emphasizing MIDI-selected harmonics of an audio signal.,"['au', 'audio', 'audio-effect', 'glsl', 'juce', 'plug-in', 'throat-singing', 'vst']",2018-03-18T23:11:04Z,2023-08-30T15:19:37Z,2019-11-10T17:46:27Z,1964,C++,16,0,TRUE,TRUE,FALSE,0,master,FALSE,0,0,0,0,0,0,0,User,Yes
672,https://github.com/fake-industries/fuzzball,fuzzball,fake-industries/fuzzball,Fuzz Ball - Fuzzy audio plugin,"['audio-effect', 'audio-effects', 'audio-plugin', 'macos', 'plugin', 'rust', 'vst', 'vst-plugin']",2020-08-26T08:51:51Z,2022-10-07T16:57:42Z,2020-09-24T11:38:57Z,117,Rust,15,0,TRUE,TRUE,TRUE,1,master,FALSE,0,0,0,0,0,0,gpl-3.0,Organization,Yes
673,https://github.com/lukemcraig/PathSynth,PathSynth,lukemcraig/PathSynth,A simple synthesizer where the oscillator is determined by a user-defined path.,"['au', 'juce', 'oscillator', 'plugin', 'synthesizer', 'vst', 'vsts']",2019-11-06T21:53:56Z,2023-07-22T17:39:08Z,2019-11-24T04:30:38Z,499,C++,15,0,TRUE,TRUE,FALSE,1,master,FALSE,0,0,0,0,0,0,0,User,Yes
675,https://github.com/hotwatermorning/wahwth,wahwth,hotwatermorning/wahwth,Your mouth as an Effector,"['audio', 'cplusplus', 'dlib', 'juce', 'vst']",2020-05-25T17:10:56Z,2023-01-13T10:44:51Z,2020-06-05T21:34:09Z,72086,C++,15,0,TRUE,TRUE,FALSE,2,master,FALSE,0,0,0,0,0,0,mit,User,Yes
